id,created_at,partner_id,city_id,year,number_diapers,number_children,percentage,month,changed
12973,2026-04-12 16:09:23.738529+00,5,1,2025,398,,0.23,May,false
12974,2026-04-12 16:09:23.738529+00,5,3,2025,951,,0.55,May,false
12975,2026-04-12 16:09:23.738529+00,5,27,2025,52,,0.03,May,false
12976,2026-04-12 16:09:23.738529+00,5,10,2025,52,,0.03,May,false
12977,2026-04-12 16:09:23.738529+00,5,2,2025,86,,0.05,May,false
12978,2026-04-12 16:09:23.738529+00,5,5,2025,35,,0.02,May,false
12979,2026-04-12 16:09:23.738529+00,5,15,2025,35,,0.02,May,false
12980,2026-04-12 16:09:23.738529+00,5,28,2025,17,,0.01,May,false
12981,2026-04-12 16:09:23.738529+00,5,29,2025,35,,0.02,May,false
12982,2026-04-12 16:09:23.738529+00,5,30,2025,35,,0.02,May,false
12983,2026-04-12 16:09:23.738529+00,5,31,2025,35,,0.02,May,false
12984,2026-04-12 16:09:23.738529+00,5,1,2025,386,,0.23,June,false
12985,2026-04-12 16:09:23.738529+00,5,3,2025,923,,0.55,June,false
12986,2026-04-12 16:09:23.738529+00,5,27,2025,50,,0.03,June,false
12987,2026-04-12 16:09:23.738529+00,5,10,2025,50,,0.03,June,false
12988,2026-04-12 16:09:23.738529+00,5,2,2025,84,,0.05,June,false
12989,2026-04-12 16:09:23.738529+00,5,5,2025,34,,0.02,June,false
12990,2026-04-12 16:09:23.738529+00,5,15,2025,34,,0.02,June,false
12991,2026-04-12 16:09:23.738529+00,5,28,2025,17,,0.01,June,false
12992,2026-04-12 16:09:23.738529+00,5,29,2025,34,,0.02,June,false
12993,2026-04-12 16:09:23.738529+00,5,30,2025,34,,0.02,June,false
12994,2026-04-12 16:09:23.738529+00,5,31,2025,34,,0.02,June,false
12995,2026-04-12 16:09:23.738529+00,5,1,2025,509,,0.23,July,false
12996,2026-04-12 16:09:23.738529+00,5,3,2025,1217,,0.55,July,false
12997,2026-04-12 16:09:23.738529+00,5,27,2025,66,,0.03,July,false
12998,2026-04-12 16:09:23.738529+00,5,10,2025,66,,0.03,July,false
12999,2026-04-12 16:09:23.738529+00,5,2,2025,111,,0.05,July,false
13000,2026-04-12 16:09:23.738529+00,5,5,2025,44,,0.02,July,false
13001,2026-04-12 16:09:23.738529+00,5,15,2025,44,,0.02,July,false
13002,2026-04-12 16:09:23.738529+00,5,28,2025,22,,0.01,July,false
13003,2026-04-12 16:09:23.738529+00,5,29,2025,44,,0.02,July,false
13004,2026-04-12 16:09:23.738529+00,5,30,2025,44,,0.02,July,false
13005,2026-04-12 16:09:23.738529+00,5,31,2025,44,,0.02,July,false
13006,2026-04-12 16:09:23.738529+00,5,1,2025,666,,0.23,August,false
13007,2026-04-12 16:09:23.738529+00,5,3,2025,1593,,0.55,August,false
13008,2026-04-12 16:09:23.738529+00,5,27,2025,87,,0.03,August,false
13009,2026-04-12 16:09:23.738529+00,5,10,2025,87,,0.03,August,false
13010,2026-04-12 16:09:23.738529+00,5,2,2025,145,,0.05,August,false
13011,2026-04-12 16:09:23.738529+00,5,5,2025,58,,0.02,August,false
13012,2026-04-12 16:09:23.738529+00,5,15,2025,58,,0.02,August,false
13013,2026-04-12 16:09:23.738529+00,5,28,2025,29,,0.01,August,false
13014,2026-04-12 16:09:23.738529+00,5,29,2025,58,,0.02,August,false
13015,2026-04-12 16:09:23.738529+00,5,30,2025,58,,0.02,August,false
13016,2026-04-12 16:09:23.738529+00,5,31,2025,58,,0.02,August,false
13017,2026-04-12 16:09:23.738529+00,5,1,2025,810,,0.23,September,false
13018,2026-04-12 16:09:23.738529+00,5,3,2025,1937,,0.55,September,false
13019,2026-04-12 16:09:23.738529+00,5,27,2025,106,,0.03,September,false
13020,2026-04-12 16:09:23.738529+00,5,10,2025,106,,0.03,September,false
13021,2026-04-12 16:09:23.738529+00,5,2,2025,176,,0.05,September,false
13022,2026-04-12 16:09:23.738529+00,5,5,2025,70,,0.02,September,false
13023,2026-04-12 16:09:23.738529+00,5,15,2025,70,,0.02,September,false
13024,2026-04-12 16:09:23.738529+00,5,28,2025,35,,0.01,September,false
13025,2026-04-12 16:09:23.738529+00,5,29,2025,70,,0.02,September,false
13026,2026-04-12 16:09:23.738529+00,5,30,2025,70,,0.02,September,false
13027,2026-04-12 16:09:23.738529+00,5,31,2025,70,,0.02,September,false
13028,2026-04-12 16:09:23.738529+00,5,1,2025,880,,0.23,October,false
13029,2026-04-12 16:09:23.738529+00,5,3,2025,2104,,0.55,October,false
13030,2026-04-12 16:09:23.738529+00,5,27,2025,115,,0.03,October,false
13031,2026-04-12 16:09:23.738529+00,5,10,2025,115,,0.03,October,false
13032,2026-04-12 16:09:23.738529+00,5,2,2025,191,,0.05,October,false
13033,2026-04-12 16:09:23.738529+00,5,5,2025,77,,0.02,October,false
13034,2026-04-12 16:09:23.738529+00,5,15,2025,77,,0.02,October,false
13035,2026-04-12 16:09:23.738529+00,5,28,2025,38,,0.01,October,false
13036,2026-04-12 16:09:23.738529+00,5,29,2025,77,,0.02,October,false
13037,2026-04-12 16:09:23.738529+00,5,30,2025,77,,0.02,October,false
13038,2026-04-12 16:09:23.738529+00,5,31,2025,77,,0.02,October,false
13039,2026-04-12 16:09:23.738529+00,5,1,2025,924,,0.23,November,false
13040,2026-04-12 16:09:23.738529+00,5,3,2025,2209,,0.55,November,false
13041,2026-04-12 16:09:23.738529+00,5,27,2025,120,,0.03,November,false
13042,2026-04-12 16:09:23.738529+00,5,10,2025,120,,0.03,November,false
13043,2026-04-12 16:09:23.738529+00,5,2,2025,201,,0.05,November,false
13044,2026-04-12 16:09:23.738529+00,5,5,2025,80,,0.02,November,false
13045,2026-04-12 16:09:23.738529+00,5,15,2025,80,,0.02,November,false
13046,2026-04-12 16:09:23.738529+00,5,28,2025,40,,0.01,November,false
13047,2026-04-12 16:09:23.738529+00,5,29,2025,80,,0.02,November,false
13048,2026-04-12 16:09:23.738529+00,5,30,2025,80,,0.02,November,false
13049,2026-04-12 16:09:23.738529+00,5,31,2025,80,,0.02,November,false
13050,2026-04-12 16:09:23.738529+00,5,1,2025,883,,0.23,December,false
13051,2026-04-12 16:09:23.738529+00,5,3,2025,2111,,0.55,December,false
13052,2026-04-12 16:09:23.738529+00,5,27,2025,115,,0.03,December,false
13053,2026-04-12 16:09:23.738529+00,5,10,2025,115,,0.03,December,false
13054,2026-04-12 16:09:23.738529+00,5,2,2025,192,,0.05,December,false
13055,2026-04-12 16:09:23.738529+00,5,5,2025,77,,0.02,December,false
13056,2026-04-12 16:09:23.738529+00,5,15,2025,77,,0.02,December,false
13057,2026-04-12 16:09:23.738529+00,5,28,2025,38,,0.01,December,false
13058,2026-04-12 16:09:23.738529+00,5,29,2025,77,,0.02,December,false
13059,2026-04-12 16:09:23.738529+00,5,30,2025,77,,0.02,December,false
13060,2026-04-12 16:09:23.738529+00,5,31,2025,77,,0.02,December,false
13061,2026-04-12 16:09:23.738529+00,8,2,2025,1616,,1,March,false
13062,2026-04-12 16:09:23.738529+00,8,2,2025,3899,,1,April,false
13063,2026-04-12 16:09:23.738529+00,8,2,2025,3400,,1,May,false
13064,2026-04-12 16:09:23.738529+00,8,2,2025,3781,,1,June,false
13065,2026-04-12 16:09:23.738529+00,8,2,2025,2616,,1,July,false
13066,2026-04-12 16:09:23.738529+00,8,2,2025,600,,1,August,false
13067,2026-04-12 16:09:23.738529+00,8,2,2025,2811,,1,September,false
13068,2026-04-12 16:09:23.738529+00,8,2,2025,1989,,1,October,false
13069,2026-04-12 16:09:23.738529+00,8,2,2025,2266,,1,November,false
13070,2026-04-12 16:09:23.738529+00,8,2,2025,2327,,1,December,false
13071,2026-04-12 16:09:23.738529+00,10,6,2025,299,,0.23,May,false
13072,2026-04-12 16:09:23.738529+00,10,17,2025,286,,0.22,May,false
13073,2026-04-12 16:09:23.738529+00,10,10,2025,182,,0.14,May,false
13074,2026-04-12 16:09:23.738529+00,10,32,2025,65,,0.05,May,false
13075,2026-04-12 16:09:23.738529+00,10,33,2025,91,,0.07,May,false
13076,2026-04-12 16:09:23.738529+00,10,21,2025,65,,0.05,May,false
13077,2026-04-12 16:09:23.738529+00,10,18,2025,52,,0.04,May,false
13078,2026-04-12 16:09:23.738529+00,10,8,2025,65,,0.05,May,false
13079,2026-04-12 16:09:23.738529+00,10,34,2025,39,,0.03,May,false
13080,2026-04-12 16:09:23.738529+00,10,35,2025,65,,0.05,May,false
13081,2026-04-12 16:09:23.738529+00,10,15,2025,65,,0.05,May,false
13082,2026-04-12 16:09:23.738529+00,10,19,2025,26,,0.02,May,false
13083,2026-04-12 16:09:23.738529+00,10,6,2025,350,,0.23,July,false
13084,2026-04-12 16:09:23.738529+00,10,17,2025,334,,0.22,July,false
13085,2026-04-12 16:09:23.738529+00,10,10,2025,213,,0.14,July,false
13086,2026-04-12 16:09:23.738529+00,10,32,2025,76,,0.05,July,false
13087,2026-04-12 16:09:23.738529+00,10,33,2025,106,,0.07,July,false
13088,2026-04-12 16:09:23.738529+00,10,21,2025,76,,0.05,July,false
13089,2026-04-12 16:09:23.738529+00,10,18,2025,61,,0.04,July,false
13090,2026-04-12 16:09:23.738529+00,10,8,2025,76,,0.05,July,false
13091,2026-04-12 16:09:23.738529+00,10,34,2025,46,,0.03,July,false
13092,2026-04-12 16:09:23.738529+00,10,35,2025,76,,0.05,July,false
13093,2026-04-12 16:09:23.738529+00,10,15,2025,76,,0.05,July,false
13094,2026-04-12 16:09:23.738529+00,10,19,2025,30,,0.02,July,false
13095,2026-04-12 16:09:23.738529+00,10,6,2025,347,,0.23,August,false
13096,2026-04-12 16:09:23.738529+00,10,17,2025,332,,0.22,August,false
13097,2026-04-12 16:09:23.738529+00,10,10,2025,211,,0.14,August,false
13098,2026-04-12 16:09:23.738529+00,10,32,2025,75,,0.05,August,false
13099,2026-04-12 16:09:23.738529+00,10,33,2025,106,,0.07,August,false
13100,2026-04-12 16:09:23.738529+00,10,21,2025,75,,0.05,August,false
13101,2026-04-12 16:09:23.738529+00,10,18,2025,60,,0.04,August,false
13102,2026-04-12 16:09:23.738529+00,10,8,2025,75,,0.05,August,false
13103,2026-04-12 16:09:23.738529+00,10,34,2025,45,,0.03,August,false
13104,2026-04-12 16:09:23.738529+00,10,35,2025,75,,0.05,August,false
13105,2026-04-12 16:09:23.738529+00,10,15,2025,75,,0.05,August,false
13106,2026-04-12 16:09:23.738529+00,10,19,2025,30,,0.02,August,false
13107,2026-04-12 16:09:23.738529+00,10,6,2025,344,,0.23,September,false
13108,2026-04-12 16:09:23.738529+00,10,17,2025,329,,0.22,September,false
13109,2026-04-12 16:09:23.738529+00,10,10,2025,209,,0.14,September,false
13110,2026-04-12 16:09:23.738529+00,10,32,2025,75,,0.05,September,false
13111,2026-04-12 16:09:23.738529+00,10,33,2025,105,,0.07,September,false
13112,2026-04-12 16:09:23.738529+00,10,21,2025,75,,0.05,September,false
13113,2026-04-12 16:09:23.738529+00,10,18,2025,60,,0.04,September,false
13114,2026-04-12 16:09:23.738529+00,10,8,2025,75,,0.05,September,false
13115,2026-04-12 16:09:23.738529+00,10,34,2025,45,,0.03,September,false
13116,2026-04-12 16:09:23.738529+00,10,35,2025,75,,0.05,September,false
13117,2026-04-12 16:09:23.738529+00,10,15,2025,75,,0.05,September,false
13118,2026-04-12 16:09:23.738529+00,10,19,2025,30,,0.02,September,false
13119,2026-04-12 16:09:23.738529+00,10,6,2025,344,,0.23,October,false
13120,2026-04-12 16:09:23.738529+00,10,17,2025,329,,0.22,October,false
13121,2026-04-12 16:09:23.738529+00,10,10,2025,210,,0.14,October,false
13122,2026-04-12 16:09:23.738529+00,10,32,2025,75,,0.05,October,false
13123,2026-04-12 16:09:23.738529+00,10,33,2025,105,,0.07,October,false
13124,2026-04-12 16:09:23.738529+00,10,21,2025,75,,0.05,October,false
13125,2026-04-12 16:09:23.738529+00,10,18,2025,60,,0.04,October,false
13126,2026-04-12 16:09:23.738529+00,10,8,2025,75,,0.05,October,false
13127,2026-04-12 16:09:23.738529+00,10,34,2025,45,,0.03,October,false
13128,2026-04-12 16:09:23.738529+00,10,35,2025,75,,0.05,October,false
13129,2026-04-12 16:09:23.738529+00,10,15,2025,75,,0.05,October,false
13130,2026-04-12 16:09:23.738529+00,10,19,2025,30,,0.02,October,false
13131,2026-04-12 16:09:23.738529+00,10,6,2025,461,,0.23,November,false
13132,2026-04-12 16:09:23.738529+00,10,17,2025,441,,0.22,November,false
13133,2026-04-12 16:09:23.738529+00,10,10,2025,280,,0.14,November,false
13134,2026-04-12 16:09:23.738529+00,10,32,2025,100,,0.05,November,false
13135,2026-04-12 16:09:23.738529+00,10,33,2025,140,,0.07,November,false
13136,2026-04-12 16:09:23.738529+00,10,21,2025,100,,0.05,November,false
13137,2026-04-12 16:09:23.738529+00,10,18,2025,80,,0.04,November,false
13138,2026-04-12 16:09:23.738529+00,10,8,2025,100,,0.05,November,false
13139,2026-04-12 16:09:23.738529+00,10,34,2025,60,,0.03,November,false
13140,2026-04-12 16:09:23.738529+00,10,35,2025,100,,0.05,November,false
13141,2026-04-12 16:09:23.738529+00,10,15,2025,100,,0.05,November,false
13142,2026-04-12 16:09:23.738529+00,10,19,2025,40,,0.02,November,false
13143,2026-04-12 16:09:23.738529+00,10,6,2025,464,,0.23,December,false
13144,2026-04-12 16:09:23.738529+00,10,17,2025,444,,0.22,December,false
13145,2026-04-12 16:09:23.738529+00,10,10,2025,282,,0.14,December,false
13146,2026-04-12 16:09:23.738529+00,10,32,2025,101,,0.05,December,false
13147,2026-04-12 16:09:23.738529+00,10,33,2025,141,,0.07,December,false
13148,2026-04-12 16:09:23.738529+00,10,21,2025,101,,0.05,December,false
13149,2026-04-12 16:09:23.738529+00,10,18,2025,81,,0.04,December,false
13150,2026-04-12 16:09:23.738529+00,10,8,2025,101,,0.05,December,false
13151,2026-04-12 16:09:23.738529+00,10,34,2025,60,,0.03,December,false
13152,2026-04-12 16:09:23.738529+00,10,35,2025,101,,0.05,December,false
13153,2026-04-12 16:09:23.738529+00,10,15,2025,101,,0.05,December,false
13154,2026-04-12 16:09:23.738529+00,10,19,2025,40,,0.02,December,false
13155,2026-04-12 16:09:23.738529+00,64,4,2025,1623,,1,December,false
13156,2026-04-12 16:09:23.738529+00,64,4,2025,3750,,1,July,false
13157,2026-04-12 16:09:23.738529+00,3,14,2026,40,,0.01,January,false
13158,2026-04-12 16:09:23.738529+00,3,24,2026,40,,0.01,January,false
13159,2026-04-12 16:09:23.738529+00,3,4,2026,40,,0.01,January,false
13160,2026-04-12 16:09:23.738529+00,3,11,2026,1011,,0.25,January,false
13161,2026-04-12 16:09:23.738529+00,3,13,2026,2830,,0.7,January,false
13162,2026-04-12 16:09:23.738529+00,3,25,2026,0,,0,January,false
13163,2026-04-12 16:09:23.738529+00,3,26,2026,40,,0.01,January,false
13164,2026-04-12 16:09:23.738529+00,3,18,2026,40,,0.01,January,false
13165,2026-04-12 16:09:23.738529+00,2,13,2026,6322,,1,January,false
13166,2026-04-12 16:09:23.738529+00,9,13,2026,1989,,1,January,false
13167,2026-04-12 16:09:23.738529+00,4,4,2026,4080,,0.99,January,false
13168,2026-04-12 16:09:23.738529+00,4,18,2026,41,,0.01,January,false
13169,2026-04-12 16:09:23.738529+00,7,24,2026,3806,,1,January,false
13170,2026-04-12 16:09:23.738529+00,1,14,2026,7599,,1,January,false
13171,2026-04-12 16:09:23.738529+00,13,21,2026,160,,0.2,January,false
13172,2026-04-12 16:09:23.738529+00,13,18,2026,641,,0.8,January,false
13173,2026-04-12 16:09:23.738529+00,5,1,2026,1034,,0.23,January,false
13174,2026-04-12 16:09:23.738529+00,5,3,2026,2472,,0.55,January,false
13175,2026-04-12 16:09:23.738529+00,5,27,2026,135,,0.03,January,false
13176,2026-04-12 16:09:23.738529+00,5,10,2026,135,,0.03,January,false
13177,2026-04-12 16:09:23.738529+00,5,2,2026,225,,0.05,January,false
13178,2026-04-12 16:09:23.738529+00,5,5,2026,90,,0.02,January,false
13179,2026-04-12 16:09:23.738529+00,5,15,2026,90,,0.02,January,false
13180,2026-04-12 16:09:23.738529+00,5,28,2026,45,,0.01,January,false
13181,2026-04-12 16:09:23.738529+00,5,29,2026,90,,0.02,January,false
13182,2026-04-12 16:09:23.738529+00,5,30,2026,90,,0.02,January,false
13183,2026-04-12 16:09:23.738529+00,5,31,2026,90,,0.02,January,false
13184,2026-04-12 16:09:23.738529+00,8,2,2026,1476,,1,January,false
13185,2026-04-12 16:09:23.738529+00,10,6,2026,434,,0.23,January,false
13186,2026-04-12 16:09:23.738529+00,10,17,2026,415,,0.22,January,false
13187,2026-04-12 16:09:23.738529+00,10,10,2026,264,,0.14,January,false
13188,2026-04-12 16:09:23.738529+00,10,32,2026,94,,0.05,January,false
13189,2026-04-12 16:09:23.738529+00,10,33,2026,132,,0.07,January,false
13190,2026-04-12 16:09:23.738529+00,10,21,2026,94,,0.05,January,false
13191,2026-04-12 16:09:23.738529+00,10,18,2026,75,,0.04,January,false
13192,2026-04-12 16:09:23.738529+00,10,8,2026,94,,0.05,January,false
13193,2026-04-12 16:09:23.738529+00,10,34,2026,57,,0.03,January,false
13194,2026-04-12 16:09:23.738529+00,10,35,2026,94,,0.05,January,false
13195,2026-04-12 16:09:23.738529+00,10,15,2026,94,,0.05,January,false
13196,2026-04-12 16:09:23.738529+00,10,19,2026,38,,0.02,January,false
13197,2026-04-12 16:09:23.738529+00,12,24,2026,532,,0.31,February,false
13198,2026-04-12 16:09:23.738529+00,12,37,2026,463,,0.27,February,false
13199,2026-04-12 16:09:23.738529+00,12,36,2026,86,,0.05,February,false
13200,2026-04-12 16:09:23.738529+00,12,18,2026,86,,0.05,February,false
13201,2026-04-12 16:09:23.738529+00,12,35,2026,154,,0.09,February,false
13202,2026-04-12 16:09:23.738529+00,12,19,2026,154,,0.09,February,false
13203,2026-04-12 16:09:23.738529+00,12,14,2026,240,,0.14,February,false
13204,2026-04-12 16:09:23.738529+00,6,27,2026,116,,0.03,January,false
13205,2026-04-12 16:09:23.738529+00,6,30,2026,77,,0.02,January,false
13206,2026-04-12 16:09:23.738529+00,6,13,2026,3658,,0.95,January,false
13210,2026-04-12 16:09:23.738529+00,3,14,2026,46,,0.01,February,false
13211,2026-04-12 16:09:23.738529+00,3,24,2026,46,,0.01,February,false
13212,2026-04-12 16:09:23.738529+00,3,4,2026,46,,0.01,February,false
13213,2026-04-12 16:09:23.738529+00,3,11,2026,1139,,0.25,February,false
13214,2026-04-12 16:09:23.738529+00,3,13,2026,3189,,0.7,February,false
13215,2026-04-12 16:09:23.738529+00,3,25,2026,0,,0,February,false
13216,2026-04-12 16:09:23.738529+00,3,26,2026,46,,0.01,February,false
13217,2026-04-12 16:09:23.738529+00,3,18,2026,46,,0.01,February,false
13218,2026-04-12 16:09:23.738529+00,4,4,2026,4092,,0.99,February,false
13219,2026-04-12 16:09:23.738529+00,4,18,2026,41,,0.01,February,false
13220,2026-04-12 16:09:23.738529+00,7,24,2026,3251,,1,February,false
13221,2026-04-12 16:09:23.738529+00,1,14,2026,7310,,1,February,false
13222,2026-04-12 16:09:23.738529+00,5,1,2026,964,,0.23,February,false
13223,2026-04-12 16:09:23.738529+00,5,3,2026,2306,,0.55,February,false
13224,2026-04-12 16:09:23.738529+00,5,27,2026,126,,0.03,February,false
13225,2026-04-12 16:09:23.738529+00,5,10,2026,126,,0.03,February,false
13226,2026-04-12 16:09:23.738529+00,5,2,2026,210,,0.05,February,false
13227,2026-04-12 16:09:23.738529+00,5,5,2026,84,,0.02,February,false
13228,2026-04-12 16:09:23.738529+00,5,15,2026,84,,0.02,February,false
13229,2026-04-12 16:09:23.738529+00,5,28,2026,42,,0.01,February,false
13230,2026-04-12 16:09:23.738529+00,5,29,2026,84,,0.02,February,false
13231,2026-04-12 16:09:23.738529+00,5,30,2026,84,,0.02,February,false
13232,2026-04-12 16:09:23.738529+00,5,31,2026,84,,0.02,February,false
13233,2026-04-12 16:09:23.738529+00,8,2,2026,2817,,1,February,false
13234,2026-04-12 16:09:23.738529+00,10,6,2026,369,,0.23,February,false
13235,2026-04-12 16:09:23.738529+00,10,17,2026,353,,0.22,February,false
13236,2026-04-12 16:09:23.738529+00,10,10,2026,225,,0.14,February,false
13237,2026-04-12 16:09:23.738529+00,10,32,2026,80,,0.05,February,false
13238,2026-04-12 16:09:23.738529+00,10,33,2026,112,,0.07,February,false
13239,2026-04-12 16:09:23.738529+00,10,21,2026,80,,0.05,February,false
13240,2026-04-12 16:09:23.738529+00,10,18,2026,64,,0.04,February,false
13241,2026-04-12 16:09:23.738529+00,10,8,2026,80,,0.05,February,false
13242,2026-04-12 16:09:23.738529+00,10,34,2026,48,,0.03,February,false
13243,2026-04-12 16:09:23.738529+00,10,35,2026,80,,0.05,February,false
13244,2026-04-12 16:09:23.738529+00,10,15,2026,80,,0.05,February,false
13245,2026-04-12 16:09:23.738529+00,10,19,2026,32,,0.02,February,false
13253,2026-04-12 16:09:51.655143+00,6,27,2024,778,,0.03,,false
13254,2026-04-12 16:09:51.655143+00,6,30,2024,519,,0.02,,false
13255,2026-04-12 16:09:51.655143+00,6,13,2024,24645,,0.95,,false
13264,2026-04-12 16:09:51.655143+00,2,13,2024,15888,,1,,false
13265,2026-04-12 16:09:51.655143+00,9,13,2024,12760,,1,,false
13266,2026-04-12 16:09:51.655143+00,4,4,2024,28852,,0.99,,false
13267,2026-04-12 16:09:51.655143+00,4,18,2024,291,,0.01,,false
13268,2026-04-12 16:09:51.655143+00,7,24,2024,30318,,1,,false
13269,2026-04-12 16:09:51.655143+00,1,14,2024,7117,,1,,false
13270,2026-04-12 16:09:51.655143+00,64,4,2024,343,,1,,false
13278,2026-04-12 16:09:51.655143+00,6,27,2023,350,,0.03,,false
13279,2026-04-12 16:09:51.655143+00,6,30,2023,233,,0.02,,false
13280,2026-04-12 16:09:51.655143+00,6,13,2023,11078,,0.95,,false
13290,2026-04-12 16:09:51.655143+00,9,13,2023,11503,,1,,false
13291,2026-04-12 16:09:51.655143+00,4,4,2023,20628,,0.99,,false
13292,2026-04-12 16:09:51.655143+00,4,18,2023,208,,0.01,,false
13293,2026-04-12 16:09:51.655143+00,7,24,2023,22755,,1,,false
13294,2026-04-12 16:09:51.655143+00,12,24,2022,4187,,0.31,,false
13295,2026-04-12 16:09:51.655143+00,12,37,2022,3647,,0.27,,false
13296,2026-04-12 16:09:51.655143+00,12,36,2022,675,,0.05,,false
13297,2026-04-12 16:09:51.655143+00,12,18,2022,675,,0.05,,false
13298,2026-04-12 16:09:51.655143+00,12,35,2022,1216,,0.09,,false
13299,2026-04-12 16:09:51.655143+00,12,19,2022,1216,,0.09,,false
13300,2026-04-12 16:09:51.655143+00,12,14,2022,1891,,0.14,,false
13301,2026-04-12 16:09:51.655143+00,6,27,2022,995,,0.03,,false
13302,2026-04-12 16:09:51.655143+00,6,30,2022,663,,0.02,,false
13303,2026-04-12 16:09:51.655143+00,6,13,2022,31506,,0.95,,false
13312,2026-04-12 16:09:51.655143+00,2,13,2022,8626,,1,,false
13313,2026-04-12 16:09:51.655143+00,9,13,2022,9177,,1,,false
13314,2026-04-12 16:09:51.655143+00,4,4,2022,15388,,0.99,,false
13315,2026-04-12 16:09:51.655143+00,4,18,2022,155,,0.01,,false
13316,2026-04-12 16:09:51.655143+00,7,24,2022,7871,,1,,false
13318,2026-04-12 16:09:51.655143+00,6,27,2021,789,,0.03,,false
13319,2026-04-12 16:09:51.655143+00,6,30,2021,526,,0.02,,false
13320,2026-04-12 16:09:51.655143+00,6,13,2021,24978,,0.95,,false
13329,2026-04-12 16:09:51.655143+00,2,13,2021,20687,,1,,false
13330,2026-04-12 16:09:51.655143+00,9,13,2021,18974,,1,,false
13331,2026-04-12 16:09:51.655143+00,4,4,2021,2915,,0.99,,false
13332,2026-04-12 16:09:51.655143+00,4,18,2021,29,,0.01,,false
13334,2026-04-12 16:09:51.655143+00,6,27,2020,645,,0.03,,false
13335,2026-04-12 16:09:51.655143+00,6,30,2020,430,,0.02,,false
13336,2026-04-12 16:09:51.655143+00,6,13,2020,20425,,0.95,,false
13337,2026-04-12 16:09:51.655143+00,2,13,2020,4100,,1,,false
13338,2026-04-12 16:09:51.655143+00,9,13,2020,13012,,1,,false
13339,2026-04-12 16:09:51.655143+00,64,4,2020,26719,,1,,false
13340,2026-04-12 16:09:51.655143+00,2,13,2019,7500,,1,,false
13341,2026-04-12 16:09:51.655143+00,9,13,2019,1200,,1,,false
13342,2026-04-12 16:09:51.655143+00,64,4,2019,14409,,1,,false
13343,2026-04-12 16:09:51.655143+00,2,13,2018,21019,,1,,false
13344,2026-04-12 16:09:51.655143+00,64,4,2018,90,,1,,false
13345,2026-04-12 16:09:51.655143+00,2,13,2017,33602,,1,,false
13346,2026-04-12 16:09:51.655143+00,2,13,2016,24146,,1,,false
13347,2026-04-12 16:09:51.655143+00,2,13,2015,15301,,1,,false
13349,2026-04-12 16:09:51.655143+00,2,13,2013,10476,,1,,false
13350,2026-04-12 16:30:09+00,12,24,2024,3653,,0.31,,false
13351,2026-04-12 16:30:09+00,12,37,2024,3182,,0.27,,false
13352,2026-04-12 16:30:09+00,12,36,2024,589,,0.05,,false
13353,2026-04-12 16:30:09+00,12,18,2024,589,,0.05,,false
13354,2026-04-12 16:30:09+00,12,35,2024,1061,,0.09,,false
13355,2026-04-12 16:30:09+00,12,19,2024,1061,,0.09,,false
13356,2026-04-12 16:30:09+00,12,14,2024,1650,,0.14,,false
13357,2026-04-12 16:30:25.302+00,3,14,2024,271,,0.01,,false
13358,2026-04-12 16:30:25.302+00,3,24,2024,271,,0.01,,false
13359,2026-04-12 16:30:25.302+00,3,4,2024,271,,0.01,,false
13360,2026-04-12 16:30:25.302+00,3,11,2024,6782,,0.25,,false
13361,2026-04-12 16:30:25.302+00,3,13,2024,18988,,0.7,,false
13362,2026-04-12 16:30:25.302+00,3,25,2024,0,,0,,false
13363,2026-04-12 16:30:25.302+00,3,26,2024,271,,0.01,,false
13364,2026-04-12 16:30:25.302+00,3,18,2024,271,,0.01,,false
13365,2026-04-12 16:32:40.069+00,12,24,2023,4250,,0.31,,false
13366,2026-04-12 16:32:40.069+00,12,37,2023,3702,,0.27,,false
13367,2026-04-12 16:32:40.069+00,12,36,2023,686,,0.05,,false
13368,2026-04-12 16:32:40.069+00,12,18,2023,686,,0.05,,false
13369,2026-04-12 16:32:40.069+00,12,35,2023,1234,,0.09,,false
13370,2026-04-12 16:32:40.069+00,12,19,2023,1234,,0.09,,false
13371,2026-04-12 16:32:40.069+00,12,14,2023,1919,,0.14,,false
13372,2026-04-12 16:32:51.063+00,3,14,2023,214,,0.01,,false
13373,2026-04-12 16:32:51.063+00,3,24,2023,214,,0.01,,false
13374,2026-04-12 16:32:51.063+00,3,4,2023,214,,0.01,,false
13375,2026-04-12 16:32:51.063+00,3,11,2023,5338,,0.25,,false
13376,2026-04-12 16:32:51.063+00,3,13,2023,14947,,0.7,,false
13377,2026-04-12 16:32:51.063+00,3,25,2023,0,,0,,false
13378,2026-04-12 16:32:51.063+00,3,26,2023,214,,0.01,,false
13379,2026-04-12 16:32:51.063+00,3,18,2023,214,,0.01,,false
13380,2026-04-12 16:43:50.819+00,2,13,2023,17420,,1,,false
13381,2026-04-12 16:44:21.003+00,3,14,2022,200,,0.01,,false
13382,2026-04-12 16:44:21.003+00,3,24,2022,200,,0.01,,false
13383,2026-04-12 16:44:21.003+00,3,4,2022,200,,0.01,,false
13384,2026-04-12 16:44:21.003+00,3,11,2022,5007,,0.25,,false
13385,2026-04-12 16:44:21.003+00,3,13,2022,14020,,0.7,,false
13386,2026-04-12 16:44:21.003+00,3,25,2022,0,,0,,false
13387,2026-04-12 16:44:21.003+00,3,26,2022,200,,0.01,,false
