year,month,partner_id,Partner Name,Total Num Diapers,City,city_id,percentage,number_diapers
2025,June,5,Margaret Fuller Neighborhood House,1679,Charlestown,31,0.02,34
2025,July,5,Margaret Fuller Neighborhood House,2213,Boston,1,0.23,509
2025,July,5,Margaret Fuller Neighborhood House,2213,Cambridge,3,0.55,1217
2025,July,5,Margaret Fuller Neighborhood House,2213,Dorchester,27,0.03,66
2025,July,5,Margaret Fuller Neighborhood House,2213,Malden,10,0.03,66
2025,July,5,Margaret Fuller Neighborhood House,2213,Somerville,2,0.05,111
2025,July,5,Margaret Fuller Neighborhood House,2213,Quincy,5,0.02,44
2025,July,5,Margaret Fuller Neighborhood House,2213,Revere,15,0.02,44
2025,July,5,Margaret Fuller Neighborhood House,2213,Allston,28,0.01,22
2025,July,5,Margaret Fuller Neighborhood House,2213,Brighton,29,0.02,44
2025,July,5,Margaret Fuller Neighborhood House,2213,Mattapan,30,0.02,44
2025,July,5,Margaret Fuller Neighborhood House,2213,Charlestown,31,0.02,44
2025,August,5,Margaret Fuller Neighborhood House,2896,Boston,1,0.23,666
2025,August,5,Margaret Fuller Neighborhood House,2896,Cambridge,3,0.55,1593
2025,August,5,Margaret Fuller Neighborhood House,2896,Dorchester,27,0.03,87
2025,August,5,Margaret Fuller Neighborhood House,2896,Malden,10,0.03,87
2025,August,5,Margaret Fuller Neighborhood House,2896,Somerville,2,0.05,145
2025,August,5,Margaret Fuller Neighborhood House,2896,Quincy,5,0.02,58
2025,August,5,Margaret Fuller Neighborhood House,2896,Revere,15,0.02,58
2025,August,5,Margaret Fuller Neighborhood House,2896,Allston,28,0.01,29
2025,August,5,Margaret Fuller Neighborhood House,2896,Brighton,29,0.02,58
2025,August,5,Margaret Fuller Neighborhood House,2896,Mattapan,30,0.02,58
2025,August,5,Margaret Fuller Neighborhood House,2896,Charlestown,31,0.02,58
2025,September,5,Margaret Fuller Neighborhood House,3522,Boston,1,0.23,810
2025,September,5,Margaret Fuller Neighborhood House,3522,Cambridge,3,0.55,1937
2025,September,5,Margaret Fuller Neighborhood House,3522,Dorchester,27,0.03,106
2025,September,5,Margaret Fuller Neighborhood House,3522,Malden,10,0.03,106
2025,September,5,Margaret Fuller Neighborhood House,3522,Somerville,2,0.05,176
2025,September,5,Margaret Fuller Neighborhood House,3522,Quincy,5,0.02,70
